"","pokemon","id","first_type","second_type","base_HP","base_Attack","base_Defense","base_SpecialAttack","base_SpecialDefense","base_Speed","first_ability","second_ability","third_ability","description","gender_differences","gender_rate","is_baby","evolves_from_species_id","hatch_counter","forms_switchable"
"384","leavanny",542,"bug","grass",75,103,80,70,80,92,"swarm","chlorophyll","overcoat","It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.",0,4,0,541,15,0
"754","venipede",543,"bug","poison",30,45,59,30,39,57,"poison-point","swarm","speed-boost","Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",0,4,0,NA,15,0
"783","whirlipede",544,"bug","poison",40,55,99,40,79,47,"poison-point","swarm","speed-boost","It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",0,4,0,543,15,0
"608","scolipede",545,"bug","poison",60,100,89,55,69,112,"poison-point","swarm","speed-boost","With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",0,4,0,544,20,0
"135","cottonee",546,"grass","fairy",40,27,60,37,50,66,"prankster","infiltrator","chlorophyll","Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.",0,4,0,NA,20,0
"782","whimsicott",547,"grass","fairy",60,67,85,77,75,116,"prankster","infiltrator","chlorophyll","Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",0,4,0,546,20,0
"513","petilil",548,"grass","None",45,35,50,70,50,30,"chlorophyll","own-tempo","leaf-guard","Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.",0,8,0,NA,20,0
"391","lilligant",549,"grass","None",70,60,75,110,75,90,"chlorophyll","own-tempo","leaf-guard","Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.",0,8,0,548,20,0
"50","basculin-red-striped",550,"water","None",70,92,65,80,55,98,"reckless","adaptability","mold-breaker","",NA,NA,NA,NA,NA,NA
"598","sandile",551,"ground","dark",50,72,35,35,35,65,"intimidate","moxie","anger-point","They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.",0,4,0,NA,20,0
"364","krokorok",552,"ground","dark",60,82,45,45,45,74,"intimidate","moxie","anger-point","The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness.",0,4,0,551,20,0
"365","krookodile",553,"ground","dark",95,117,80,65,70,92,"intimidate","moxie","anger-point","They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",0,4,0,552,20,0
"151","darumaka",554,"fire","None",70,90,45,15,45,50,"hustle","inner-focus","","When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.",0,4,0,NA,20,0
"149","darmanitan-standard",555,"fire","None",105,140,55,30,55,95,"sheer-force","zen-mode","","",NA,NA,NA,NA,NA,NA
"431","maractus",556,"grass","None",75,86,67,106,67,60,"water-absorb","chlorophyll","storm-drain","Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.",0,4,0,NA,20,0
"193","dwebble",557,"bug","rock",50,65,85,35,35,55,"sturdy","shell-armor","weak-armor","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.",0,4,0,NA,20,0
"143","crustle",558,"bug","rock",70,95,125,65,75,45,"sturdy","shell-armor","weak-armor","Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",0,4,0,557,20,0
"610","scraggy",559,"dark","fighting",50,75,70,35,70,48,"shed-skin","moxie","intimidate","Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too.",0,4,0,NA,15,0
"609","scrafty",560,"dark","fighting",65,90,115,45,115,58,"shed-skin","moxie","intimidate","It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.",0,4,0,559,15,0
"638","sigilyph",561,"psychic","flying",72,58,80,103,80,97,"wonder-skin","magic-guard","tinted-lens","The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",0,4,0,NA,20,0
"798","yamask",562,"ghost","None",38,30,85,55,65,30,"mummy","","","Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.",0,4,0,NA,25,0
"129","cofagrigus",563,"ghost","None",58,50,145,95,105,30,"mummy","","","Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.",0,4,0,562,25,0
"719","tirtouga",564,"water","rock",54,78,103,53,45,22,"solid-rock","sturdy","swift-swim","Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",0,1,0,NA,30,0
"93","carracosta",565,"water","rock",74,108,133,83,65,32,"solid-rock","sturdy","swift-swim","It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all.",0,1,0,564,30,0
"28","archen",566,"rock","flying",55,112,45,74,45,70,"defeatist","","","Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",0,1,0,NA,30,0
"29","archeops",567,"rock","flying",75,140,65,112,65,110,"defeatist","","","It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.",0,1,0,566,30,0
"735","trubbish",568,"poison","None",50,50,62,40,62,65,"stench","sticky-hold","aftermath","Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.",0,4,0,NA,20,0
"246","garbodor",569,"poison","None",80,95,82,60,82,75,"stench","weak-armor","aftermath","Consuming garbage makes new kinds of poison gases and liquids inside their bodies.",0,4,0,568,20,0
"808","zorua",570,"dark","None",40,65,40,80,40,65,"illusion","","","To protect themselves from danger, they hide their true identities by transforming into people and Pokémon.",0,1,0,NA,25,0
"807","zoroark",571,"dark","None",60,105,60,120,60,105,"illusion","","","Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.",0,1,0,570,20,0
"463","minccino",572,"normal","None",55,50,40,40,40,75,"cute-charm","technician","skill-link","These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms.",0,6,0,NA,15,0
"119","cinccino",573,"normal","None",75,95,60,65,60,115,"cute-charm","technician","skill-link","Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches.",0,6,0,572,15,0
"279","gothita",574,"psychic","None",45,30,50,55,65,45,"frisk","competitive","shadow-tag","They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.",0,6,0,NA,20,0
"281","gothorita",575,"psychic","None",60,45,70,75,85,55,"frisk","competitive","shadow-tag","According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.",0,6,0,574,20,0
"280","gothitelle",576,"psychic","None",70,55,95,95,110,65,"frisk","competitive","shadow-tag","They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.",0,6,0,575,20,0
"667","solosis",577,"psychic","None",45,30,40,105,50,20,"overcoat","magic-guard","regenerator","They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.",0,4,0,NA,20,0
"187","duosion",578,"psychic","None",65,40,50,125,60,30,"overcoat","magic-guard","regenerator","When their two divided brains think the same thoughts, their psychic power is maximized.",0,4,0,577,20,0
"578","reuniclus",579,"psychic","None",110,65,75,125,85,30,"overcoat","magic-guard","regenerator","When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",0,4,0,578,20,0
"184","ducklett",580,"water","flying",62,44,50,44,50,55,"keen-eye","big-pecks","hydration","They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",0,4,0,NA,20,0
"699","swanna",581,"water","flying",75,87,63,87,63,98,"keen-eye","big-pecks","hydration","Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.",0,4,0,580,20,0
"751","vanillite",582,"ice","None",36,50,50,65,60,44,"ice-body","weak-armor","","This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.",0,4,0,NA,20,0
"750","vanillish",583,"ice","None",51,65,65,80,75,59,"ice-body","weak-armor","","Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",0,4,0,582,20,0
"752","vanilluxe",584,"ice","None",71,95,85,110,95,79,"ice-body","weak-armor","","Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.",0,4,0,583,20,0
"153","deerling",585,"normal","grass",60,60,50,40,50,75,"chlorophyll","sap-sipper","serene-grace","The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.",0,4,0,NA,20,1
"602","sawsbuck",586,"normal","grass",80,100,70,60,70,95,"chlorophyll","sap-sipper","serene-grace","They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",0,4,0,585,20,1
"205","emolga",587,"electric","flying",55,75,60,75,60,103,"static","motor-drive","","The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.",0,4,0,NA,20,0
"349","karrablast",588,"bug","None",50,75,45,40,45,60,"swarm","shed-skin","no-guard","For some reason they evolve when they receive electrical energy while they are attacking Shelmet.",0,4,0,NA,15,0
"208","escavalier",589,"bug","steel",70,135,105,60,105,20,"swarm","shell-armor","overcoat","These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.",0,4,0,588,15,0
"233","foongus",590,"grass","poison",69,55,45,55,55,15,"effect-spore","regenerator","","It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.",0,4,0,NA,20,0
"21","amoonguss",591,"grass","poison",114,85,70,85,80,30,"effect-spore","regenerator","","It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",0,4,0,590,20,0
"236","frillish",592,"water","ghost",55,40,50,65,85,40,"water-absorb","cursed-body","damp","If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.",1,4,0,NA,20,0
"336","jellicent",593,"water","ghost",100,60,70,85,105,60,"water-absorb","cursed-body","damp","The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",1,4,0,592,20,0
"16","alomomola",594,"water","None",165,75,80,40,45,65,"healer","hydration","regenerator","It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.",0,4,0,NA,40,0
"340","joltik",595,"bug","electric",50,47,50,57,50,65,"compound-eyes","unnerve","swarm","They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.",0,4,0,NA,20,0
"245","galvantula",596,"bug","electric",70,77,60,97,60,108,"compound-eyes","unnerve","swarm","When attacked, they create an electric barrier by spitting out many electrically charged threads.",0,4,0,595,20,0
"220","ferroseed",597,"grass","steel",44,50,91,24,86,10,"iron-barbs","","","It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.",0,4,0,NA,20,0
"221","ferrothorn",598,"grass","steel",74,94,131,54,116,20,"iron-barbs","anticipation","","They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.",0,4,0,597,20,0
"358","klink",599,"steel","None",40,55,70,45,60,30,"plus","minus","clear-body","The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.",0,-1,0,NA,20,0
"356","klang",600,"steel","None",60,80,95,70,85,50,"plus","minus","clear-body","A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.",0,-1,0,599,20,0
"359","klinklang",601,"steel","None",60,100,115,70,85,90,"plus","minus","clear-body","Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.",0,-1,0,600,20,0
"738","tynamo",602,"electric","None",35,55,40,45,40,60,"levitate","","","One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",0,4,0,NA,20,0
"194","eelektrik",603,"electric","None",65,85,70,75,70,40,"levitate","","","These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",0,4,0,602,20,0
"195","eelektross",604,"electric","None",85,115,80,105,80,50,"levitate","","","They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.",0,4,0,603,20,0
"203","elgyem",605,"psychic","None",55,55,55,85,55,30,"telepathy","synchronize","analytic","Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.",0,4,0,NA,20,0
"57","beheeyem",606,"psychic","None",75,75,75,125,95,40,"telepathy","synchronize","analytic","It uses psychic power to control an opponent’s brain and tamper with its memories.",0,4,0,605,20,0
"395","litwick",607,"ghost","fire",50,30,55,65,55,20,"flash-fire","flame-body","infiltrator","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",0,4,0,NA,20,0
"372","lampent",608,"ghost","fire",60,40,60,95,60,55,"flash-fire","flame-body","infiltrator","It arrives near the moment of death and steals spirit from the body.",0,4,0,607,20,0
"102","chandelure",609,"ghost","fire",60,55,90,145,90,80,"flash-fire","flame-body","infiltrator","The spirits burned up in its ominous flame lose their way and wander this world forever.",0,4,0,608,20,0
"39","axew",610,"dragon","None",46,87,60,30,40,57,"rivalry","mold-breaker","unnerve","They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.",0,4,0,NA,40,0
"235","fraxure",611,"dragon","None",66,117,70,40,50,67,"rivalry","mold-breaker","unnerve","A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",0,4,0,610,40,0
"304","haxorus",612,"dragon","None",76,147,90,60,70,97,"rivalry","mold-breaker","unnerve","Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.",0,4,0,611,40,0
"145","cubchoo",613,"ice","None",55,70,40,60,40,40,"snow-cloak","rattled","","Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",0,4,0,NA,20,0
"53","beartic",614,"ice","None",95,110,80,70,80,50,"snow-cloak","swift-swim","","It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.",0,4,0,613,20,0
"144","cryogonal",615,"ice","None",70,50,30,95,135,105,"levitate","","","They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.",0,-1,0,NA,25,0
"631","shelmet",616,"bug","None",50,40,85,40,65,25,"hydration","shell-armor","overcoat","It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.",0,4,0,NA,15,0
"6","accelgor",617,"bug","None",80,70,40,100,60,145,"hydration","sticky-hold","unburden","When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",0,4,0,616,15,0
"687","stunfisk",618,"ground","electric",109,66,84,81,99,32,"static","limber","sand-veil","It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",0,4,0,NA,20,0
"457","mienfoo",619,"fighting","None",45,85,50,55,50,65,"inner-focus","regenerator","reckless","In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",0,4,0,NA,25,0
"458","mienshao",620,"fighting","None",65,125,60,95,60,105,"inner-focus","regenerator","reckless","Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",0,4,0,619,25,0
"183","druddigon",621,"dragon","None",77,120,90,60,90,48,"rough-skin","sheer-force","mold-breaker","It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",0,4,0,NA,30,0
"274","golett",622,"ground","ghost",59,74,50,35,50,35,"iron-fist","klutz","no-guard","Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.",0,-1,0,NA,25,0
"275","golurk",623,"ground","ghost",89,124,80,55,80,55,"iron-fist","klutz","no-guard","It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.",0,-1,0,622,25,0
"510","pawniard",624,"dark","steel",45,85,70,40,40,60,"defiant","inner-focus","pressure","Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",0,4,0,NA,20,0
"65","bisharp",625,"dark","steel",65,125,100,60,70,70,"defiant","inner-focus","pressure","Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.",0,4,0,624,20,0
"74","bouffalant",626,"normal","None",95,110,95,40,95,55,"reckless","sap-sipper","soundproof","Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",0,4,0,NA,20,0
"592","rufflet",627,"normal","flying",70,83,50,37,50,60,"keen-eye","sheer-force","hustle","They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.",0,0,0,NA,20,0
"76","braviary",628,"normal","flying",100,123,75,57,75,80,"keen-eye","sheer-force","defiant","They fight for their friends without any thought about danger to themselves. One can carry a car while flying.",0,0,0,627,20,0
"771","vullaby",629,"dark","flying",70,55,75,45,65,60,"big-pecks","overcoat","weak-armor","Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.",0,8,0,NA,20,0
"425","mandibuzz",630,"dark","flying",110,65,105,55,95,80,"big-pecks","overcoat","weak-armor","Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.",0,8,0,629,20,0
"305","heatmor",631,"fire","None",85,97,66,105,66,65,"gluttony","flash-fire","white-smoke","It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",0,4,0,NA,20,0
"188","durant",632,"bug","steel",58,109,112,48,48,109,"swarm","hustle","truant","They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",0,4,0,NA,20,0
"154","deino",633,"dark","dragon",52,65,50,45,50,38,"hustle","","","Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.",0,4,0,NA,40,0
"810","zweilous",634,"dark","dragon",72,85,70,65,70,58,"hustle","","","After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",0,4,0,633,40,0
"329","hydreigon",635,"dark","dragon",92,105,90,125,90,98,"levitate","","","It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",0,4,0,634,40,0
"377","larvesta",636,"bug","fire",55,85,55,50,55,60,"flame-body","swarm","","The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies.",0,4,0,NA,40,0
"769","volcarona",637,"bug","fire",85,60,65,135,105,100,"flame-body","swarm","","When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",0,4,0,636,40,0
"128","cobalion",638,"steel","fighting",91,90,129,90,72,108,"justified","","","It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.",0,-1,0,NA,80,0
"714","terrakion",639,"rock","fighting",91,129,90,72,90,108,"justified","","","Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",0,-1,0,NA,80,0
"765","virizion",640,"grass","fighting",91,90,72,90,129,108,"justified","","","Legends say this Pokémon confounded opponents with its swift movements.",0,-1,0,NA,80,0
"725","tornadus-incarnate",641,"flying","None",79,115,70,125,80,111,"prankster","defiant","","",NA,NA,NA,NA,NA,NA
"716","thundurus-incarnate",642,"electric","flying",79,115,70,125,80,111,"prankster","defiant","","",NA,NA,NA,NA,NA,NA
"577","reshiram",643,"dragon","fire",100,120,100,150,120,90,"turboblaze","","","When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",0,-1,0,NA,120,0
"805","zekrom",644,"dragon","electric",100,150,120,120,100,90,"teravolt","","","Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",0,-1,0,NA,120,0
"373","landorus-incarnate",645,"ground","flying",89,125,90,115,80,101,"sand-force","sheer-force","","",NA,NA,NA,NA,NA,NA
"368","kyurem",646,"dragon","ice",125,130,90,130,90,95,"pressure","","","It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",0,-1,0,NA,120,1
"351","keldeo-ordinary",647,"water","fighting",91,72,90,129,90,108,"justified","","","",NA,NA,NA,NA,NA,NA
"443","meloetta-aria",648,"normal","psychic",100,77,77,128,128,90,"serene-grace","","","",NA,NA,NA,NA,NA,NA
"253","genesect",649,"bug","steel",71,120,95,120,95,99,"download","","","This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.",0,-1,0,NA,120,1
"113","chespin",650,"grass","None",56,61,65,48,45,38,"overgrow","bulletproof","","Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.",0,1,0,NA,20,0
"560","quilladin",651,"grass","None",61,78,95,56,58,57,"overgrow","bulletproof","","They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.",0,1,0,650,20,0
"112","chesnaught",652,"grass","fighting",88,107,122,74,75,64,"overgrow","bulletproof","","When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",0,1,0,651,20,0
"218","fennekin",653,"fire","None",40,45,40,62,60,60,"blaze","magician","","As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",0,1,0,NA,20,0
"75","braixen",654,"fire","None",59,59,58,90,70,73,"blaze","magician","","When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",0,1,0,653,20,0
"157","delphox",655,"fire","psychic",75,69,72,114,100,104,"blaze","magician","","Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",0,1,0,654,20,0
"237","froakie",656,"water","None",41,56,40,62,44,71,"torrent","protean","","It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",0,1,0,NA,20,0
"238","frogadier",657,"water","None",54,63,52,83,56,97,"torrent","protean","","Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",0,1,0,656,20,0
"288","greninja",658,"water","dark",72,95,67,103,71,122,"torrent","protean","","It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",0,1,0,657,20,0
"84","bunnelby",659,"normal","None",38,36,38,32,36,57,"pickup","cheek-pouch","huge-power","It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.",0,4,0,NA,15,0
"167","diggersby",660,"normal","ground",85,56,77,50,77,78,"pickup","cheek-pouch","huge-power","As powerful as an excavator, its ears can reduce dense bedrock to rubble. When it’s finished digging, it lounges lazily.",0,4,0,659,15,0
"227","fletchling",661,"normal","flying",45,50,43,40,38,62,"big-pecks","gale-wings","","Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.",0,4,0,NA,15,0
"226","fletchinder",662,"fire","flying",62,73,55,56,52,84,"flame-body","gale-wings","","The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.",0,4,0,661,15,0
"706","talonflame",663,"fire","flying",78,81,71,74,69,126,"flame-body","gale-wings","","When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.",0,4,0,662,15,0
"603","scatterbug",664,"bug","None",38,35,40,27,25,35,"shield-dust","compound-eyes","friend-guard","The powder that covers its body regulates its temperature, so it can live in any region or climate.",0,4,0,NA,15,0
"670","spewpa",665,"bug","None",45,22,60,27,30,29,"shed-skin","friend-guard","","The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",0,4,0,664,15,0
"766","vivillon",666,"bug","flying",80,52,50,90,50,89,"shield-dust","compound-eyes","friend-guard","The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.",0,4,0,665,15,0
"394","litleo",667,"fire","normal",62,50,58,73,54,72,"rivalry","unnerve","moxie","They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.",0,7,0,NA,20,0
"557","pyroar",668,"fire","normal",86,68,72,109,66,106,"rivalry","unnerve","moxie","With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",1,7,0,667,20,0
"224","flabebe",669,"fairy","None",44,38,39,61,79,42,"flower-veil","symbiosis","","When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.",0,8,0,NA,20,0
"229","floette",670,"fairy","None",54,45,47,75,98,52,"flower-veil","symbiosis","","When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",0,8,0,669,20,0
"231","florges",671,"fairy","None",78,65,68,112,154,75,"flower-veil","symbiosis","","In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",0,8,0,670,20,0
"644","skiddo",672,"grass","None",66,65,48,62,57,52,"sap-sipper","grass-pelt","","If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",0,4,0,NA,20,0
"269","gogoat",673,"grass","None",123,100,62,97,81,68,"sap-sipper","grass-pelt","","They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.",0,4,0,672,20,0
"502","pancham",674,"fighting","None",67,82,62,46,48,43,"iron-fist","mold-breaker","scrappy","It does its level best to glare and pull a scary face, but it can’t help grinning if anyone pats its head.",0,4,0,NA,25,0
"503","pangoro",675,"fighting","dark",95,124,78,69,71,58,"iron-fist","mold-breaker","scrappy","It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.",0,4,0,674,25,0
"240","furfrou",676,"normal","None",75,80,60,65,90,102,"fur-coat","","","Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",0,4,0,NA,20,1
"210","espurr",677,"psychic","None",62,48,54,63,60,68,"keen-eye","infiltrator","own-tempo","It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",0,4,0,NA,20,0
"446","meowstic-male",678,"psychic","None",74,48,76,83,81,104,"keen-eye","infiltrator","prankster","",NA,NA,NA,NA,NA,NA
"319","honedge",679,"steel","ghost",45,80,100,35,37,28,"no-guard","","","If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",0,4,0,NA,20,0
"173","doublade",680,"steel","ghost",59,110,150,45,49,35,"no-guard","","","The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",0,4,0,679,20,0
"8","aegislash-shield",681,"steel","ghost",60,50,150,50,150,60,"stance-change","","","",NA,NA,NA,NA,NA,NA
"676","spritzee",682,"fairy","None",78,52,60,63,65,23,"healer","aroma-veil","","In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",0,4,0,NA,20,0
"32","aromatisse",683,"fairy","None",101,72,72,99,89,29,"healer","aroma-veil","","Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",0,4,0,682,20,0
"702","swirlix",684,"fairy","None",62,48,66,59,57,49,"sweet-veil","unburden","","Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",0,4,0,NA,20,0
"658","slurpuff",685,"fairy","None",82,80,86,85,75,72,"sweet-veil","unburden","","Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",0,4,0,684,20,0
"334","inkay",686,"dark","psychic",53,54,53,37,46,45,"contrary","suction-cups","infiltrator","It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",0,4,0,NA,20,0
"422","malamar",687,"dark","psychic",86,92,88,68,75,73,"contrary","suction-cups","infiltrator","It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",0,4,0,686,20,0
"64","binacle",688,"rock","water",42,52,67,39,56,50,"tough-claws","sniper","pickpocket","They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",0,4,0,NA,20,0
"47","barbaracle",689,"rock","water",72,105,115,54,86,68,"tough-claws","sniper","pickpocket","Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",0,4,0,688,20,0
"648","skrelp",690,"poison","water",50,60,60,60,60,30,"poison-point","poison-touch","adaptability","It looks just like rotten kelp. It hides from foes while storing up power for its evolution.",0,4,0,NA,20,0
"174","dragalge",691,"poison","dragon",65,75,90,97,123,44,"poison-point","poison-touch","adaptability","Tales are told of ships that wander into seas where Dragalge live, never to return.",0,4,0,690,20,0
"121","clauncher",692,"water","None",50,53,62,58,63,44,"mega-launcher","","","Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",0,4,0,NA,15,0
"122","clawitzer",693,"water","None",71,73,88,120,89,59,"mega-launcher","","","By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",0,4,0,692,15,0
"308","helioptile",694,"electric","normal",44,38,33,61,43,70,"dry-skin","sand-veil","solar-power","The frills on either side of its head have cells that generate electricity when exposed to sunlight.",0,4,0,NA,20,0
